t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm
15:18,25.42,3.857,98.059,3881,3039.773465,3094.155451,1.02,659.1,151.8,31.7,31.1,47.87,13.7,184
15:20,29.85,3.108,92.776,3402,2868.701529,2851.948583,0.99,532,119.2,31.6,31.8,45.18,12.9,184
15:22,28.71,3.711,106.536,3923,3077.865823,3116.211986,1.01,644,135.5,34,33.5,48.47,13.8,185
15:23,41.38,2.858,118.262,3023,3182.610327,3185.892767,1,503.2,96.2,36.2,36.2,50.12,14.3,185
15:25,35.71,3.073,109.75,3064,3040.969447,3117.538882,1.03,537.5,109,35.3,34.4,47.89,13.7,186
15:27,30.77,3.327,102.369,3497,2899.176504,2959.978628,1.02,579.5,120.1,34.6,33.9,45.66,13,186
15:29,25.1,3.792,95.197,3787,2922.357038,2994.851569,1.02,649.2,148.8,32,31.2,46.02,13.1,186
15:32,25.86,3.509,90.75,3570,2995.820262,2997.482156,1,591.4,144.5,29.7,29.7,47.18,13.5,186
15:34,25,4.324,108.1,4507,3201.325588,3289.905872,1.03,746,164.2,33.2,32.3,50.41,14.4,187
15:36,26.43,3.412,90.185,3581,2834.217465,2869.53109,1.01,581.4,135.4,31.2,30.8,44.63,12.8,187
15:38,27.52,3.307,91.018,3388,2966.268468,2944.325717,0.99,559.3,133.4,30,30.3,46.71,13.3,187
15:41,27.65,3.838,106.12,3933,3248.980523,3251.003832,1,658.2,146.7,32.1,32,51.17,14.6,188
15:43,27.78,3.773,104.806,3809,3129.136078,3194.668544,1.02,650,143.5,32.9,32.2,49.28,14.1,188
15:45,23.72,4.016,95.241,4131,2965.716316,3034.860399,1.02,685.4,159.6,31.6,30.8,46.7,13.3,188
15:48,25,3.949,98.725,4104,3072.384548,3110.68171,1.01,674.4,155.2,31.6,31.2,48.38,13.8,188
15:50,30.46,3.83,116.65,3928,3343.143339,3366.523064,1.01,665.9,138,34.3,34,52.65,15,188
15:52,29.27,3.741,109.493,3984,3102.360343,3195.718313,1.03,651.3,136.3,34.6,33.6,48.86,14,188
15:54,29.7,3.751,111.416,3736,3183.554964,3293.611737,1.03,651.8,138.4,34.3,33.2,50.13,14.3,188
15:56,30.3,3.527,106.879,3660,3094.120599,3180.710444,1.03,611.4,131,33.9,32.9,48.73,13.9,188
15:58,31.75,3.852,122.286,3993,3297.520551,3454.850851,1.05,676.7,135.9,36.4,34.8,51.93,14.8,188
15:59,33.9,3.904,132.339,4044,3244.156554,3460.638772,1.07,697.3,127.6,40.1,37.6,51.09,14.6,189
16:01,31.58,3.59,113.368,3659,2965.393582,3142.65448,1.06,634,124.3,37.5,35.4,46.7,13.3,189
16:03,31.41,3.453,108.471,3650,2958.569344,3084.320376,1.04,605.4,122.6,35.9,34.5,46.59,13.3,189
16:05,34.68,3.16,109.595,3176,2953.662383,3026.458406,1.02,555.7,109,36.3,35.4,46.51,13.3,188
16:06,46.15,2.834,130.8,2889,3248.914224,3310.889439,1.02,505.9,89.7,39.3,38.5,51.16,14.6,189
16:08,41.96,3.111,130.531,3383,3238.59398,3325.599748,1.03,555.3,99.1,39.4,38.4,51,14.6,189
16:09,36.59,3.3,120.732,3576,3007.926101,3161.282981,1.05,588.1,108,39.3,37.4,47.37,13.5,189
16:11,30,3.724,111.72,3688,2993.696292,3171.324205,1.06,654.7,132,36.6,34.6,47.14,13.5,189
16:13,33.71,3.515,118.483,3658,3103.429483,3262.49875,1.05,620.8,120.9,37.4,35.6,48.87,14,189
16:15,35.29,3.475,122.647,3529,3146.524981,3330.731893,1.06,615.9,117.9,38.2,36.1,49.55,14.2,188
16:16,35.93,3.261,117.162,3462,3023.271138,3195.167265,1.06,577.4,111.1,37.9,35.9,47.61,13.6,189
16:18,40.27,2.772,111.624,2711,2953.93845,3049.338856,1.03,489,94.6,36.8,35.7,46.52,13.3,189
16:20,33.52,3.132,104.983,3261,2997.436198,3039.333706,1.01,544.8,113.2,34.2,33.8,47.2,13.5,189
16:22,33.52,3.662,122.749,3903,3239.504923,3334.959511,1.03,646.4,124.3,37.2,36.1,51.02,14.6,189
16:23,41.96,3.15,132.168,3265,3285.904253,3416.845076,1.04,561.8,101.8,39.3,37.8,51.75,14.8,190
16:24,45.11,2.899,130.782,2967,3188.870801,3326.637643,1.04,518.7,92.2,40,38.4,50.22,14.3,190
16:26,34.48,3.201,110.379,3284,2988.88298,3089.614441,1.03,562.2,111.9,36.1,34.9,47.07,13.4,190
16:28,34.68,3.231,112.058,3203,3103.578114,3166.112315,1.02,565.3,114,35.3,34.6,48.88,14,190
16:29,39.22,2.866,112.392,3420,2844.140649,2876.285675,1.01,510.1,91.7,38.6,38.1,44.79,12.8,190
16:31,41.38,3.115,128.897,2969,3293.200133,3407.046509,1.03,553,102.9,38.3,37,51.86,14.8,190
16:32,37.74,3.299,124.491,3451,3198.074681,3321.822041,1.04,585,110,38.1,36.7,50.36,14.4,191
16:34,37.74,3.277,123.66,3301,3190.721852,3334.32479,1.05,580.5,110.4,37.9,36.3,50.25,14.4,191
16:36,36.81,3.171,116.724,3203,3142.967974,3238.840051,1.03,557.6,109.9,36.3,35.2,49.5,14.1,191
16:37,35.93,3.504,125.892,3501,3332.470231,3439.666428,1.03,618.1,119.6,37,35.9,52.48,15,191
16:39,36.59,2.683,98.159,3052,2759.664559,2833.71456,1.03,467.9,96.7,34.6,33.7,43.46,12.4,192
16:40,51.28,2.774,142.256,2594,3502.998786,3555.146727,1.01,496,86.7,39.6,39,55.17,15.8,191
16:41,41.38,3.061,126.662,3252,3239.091191,3370.91041,1.04,543.2,101.8,38.2,36.7,51.01,14.6,191
16:43,32.79,3.945,129.344,4189,3120.168225,3373.313314,1.08,706.2,128.6,40.7,37.7,49.14,14,190
16:45,34.88,3.521,122.826,3644,2989.651973,3223.692605,1.08,629.4,115.5,40.3,37.3,47.08,13.5,191
16:47,36.36,3.583,130.291,3658,3146.21538,3371.498671,1.07,641.5,115.9,40.6,37.9,49.55,14.2,191
16:48,33.71,3.62,122.022,3790,3054.737947,3247.714584,1.06,644.3,120.4,39.2,36.8,48.11,13.7,190
16:50,33.33,3.397,113.233,3449,3047.099248,3205.924732,1.05,596.9,120.1,36.4,34.6,47.99,13.7,190
16:52,34.48,3.465,119.483,3503,3222.359584,3349.214854,1.04,608.9,121.3,36.3,35,50.75,14.5,190
16:54,32.43,3.377,109.524,3387,3140.00549,3224.536394,1.03,586.6,124.1,34.2,33.3,49.45,14.1,190
16:56,28.04,3.937,110.383,4114,3144.867456,3245.758643,1.03,684.6,144.5,34.5,33.4,49.53,14.2,191
16:58,33.52,3.773,126.469,3871,3363.342015,3493.950522,1.04,664.8,130.2,36.9,35.5,52.97,15.1,191
16:59,34.88,3.713,129.523,3813,3320.547236,3470.128313,1.05,658.5,124.3,38.3,36.6,52.29,14.9,191
17:01,30.61,4.013,122.847,4045,3184.098179,3362.110232,1.06,710,137.2,37.9,35.9,50.14,14.3,192
17:04,28.57,4.102,117.2,4209,3131.644583,3322.289629,1.06,721.5,145.2,36.8,34.7,49.32,14.1,192
17:06,28.04,4.123,115.598,4226,3125.722526,3321.318271,1.06,723.5,147.9,36.4,34.2,49.22,14.1,192
17:08,30.61,4.011,122.786,4147,3244.036025,3441.481038,1.06,707,140.4,37.2,35.1,51.09,14.6,192
17:10,29.7,3.754,111.505,3776,3103.173914,3267.140333,1.05,655.3,137.3,35.3,33.5,48.87,14,192
17:12,30.3,3.642,110.364,3828,3151.437728,3265.497433,1.04,632.9,134.5,34.3,33.1,49.63,14.2,192
17:14,29.56,3.702,109.419,3703,3178.807531,3275.457146,1.03,641.2,138.3,33.8,32.8,50.06,14.3,192
17:16,32.43,4.061,131.708,4300,3400.911185,3514.200745,1.03,719.6,135.4,38.1,36.8,53.56,15.3,191
17:17,32.97,4.16,137.143,4190,3355.213875,3576.45257,1.07,743.3,135.6,40.2,37.7,52.84,15.1,192
17:19,29.85,4.228,126.209,4171,3244.941918,3477.096876,1.07,748.7,145.5,38.3,35.7,51.1,14.6,192
17:21,29.56,4.084,120.709,4285,3151.920363,3405.924736,1.08,720.9,143.9,37.6,34.8,49.64,14.2,192
17:23,29.7,4.267,126.743,4319,3213.758855,3466.734485,1.08,757.3,145.8,38.8,36,50.61,14.5,192
17:25,29.7,4.051,120.327,4228,3116.213114,3362.954232,1.08,716.2,141.4,37.9,35.2,49.07,14,192
17:27,33.15,3.639,120.63,4229,2967.435518,3188.323535,1.07,649.4,120.2,39.9,37.1,46.73,13.4,192
17:29,36.14,3.743,135.289,3609,3344.810234,3618.67146,1.08,667.2,125.1,39.7,36.7,52.67,15,193
17:31,28.3,4.123,116.689,4229,3090.009613,3325.158409,1.08,726,146.7,37.1,34.5,48.66,13.9,193
17:33,29.41,4.071,119.735,4228,3198.310967,3403.627369,1.06,716,144.5,36.8,34.6,50.37,14.4,193
17:35,30.61,4.172,127.714,4316,3249.401266,3491.971279,1.07,740.1,142.5,38.6,36,51.17,14.6,193
17:37,30.15,4.1,123.618,4177,3161.302848,3415.617021,1.08,726.5,141.5,38.4,35.6,49.78,14.2,193
17:39,28.85,3.872,111.692,4045,3076.542107,3269.936756,1.06,677,141.5,35.6,33.5,48.45,13.8,193
17:41,30.3,4.145,125.606,4173,3356.348911,3520.748804,1.05,729.4,145.1,36.8,35.1,52.86,15.1,193
17:43,30,3.83,114.9,3892,3232.593413,3381.682548,1.05,667.3,140.7,34.9,33.4,50.91,14.5,194
17:45,30,3.961,118.83,4057,3275.588826,3407.131008,1.04,693.1,141.8,35.6,34.3,51.58,14.7,194
17:47,29.27,3.884,113.678,3984,3217.330159,3365.068703,1.05,675.9,143.5,34.7,33.2,50.67,14.5,194
17:49,29.85,4.093,122.179,4234,3305.198373,3485.635188,1.05,718.4,145.8,36.3,34.5,52.05,14.9,195
17:51,30.3,4.146,125.636,4261,3286.179179,3493.757531,1.06,732.1,144,37.6,35.4,51.75,14.8,194
17:53,29.85,4.137,123.493,4199,3209.443784,3444.128816,1.07,731.1,144.1,37.8,35.2,50.54,14.4,194
17:55,30,3.64,109.2,3829,3054.660804,3245.04231,1.06,634.5,135,35.1,33,48.1,13.7,194
17:57,33.15,3.632,120.398,4013,3190.986069,3336.040974,1.05,640.2,125.7,37,35.4,50.25,14.4,194
17:59,26.43,3.422,90.449,3356,2847.521567,2920.841494,1.03,582.5,137.8,31.1,30.3,44.84,12.8,194
18:01,34.48,3.955,136.379,3970,3723.30343,3812.944993,1.02,693.8,138.1,36,35.1,58.63,16.8,195
18:03,35.5,3.831,136.012,3900,3511.443626,3651.141292,1.04,678.7,128.5,38,36.6,55.3,15.8,194
18:04,45.11,2.899,130.782,3034,3169.633284,3312.023641,1.04,519.2,91.8,40.3,38.5,49.92,14.3,194
18:05,40.82,3.24,132.245,3672,3076.712831,3213.586455,1.04,584.2,98.5,42.1,40.3,48.45,13.8,193
18:07,39.22,3.47,136.078,3757,3151.022752,3373.72291,1.07,625.6,107.6,42.3,39.5,49.62,14.2,193
18:09,36.14,3.701,133.771,3703,3280.113209,3472.752165,1.06,661.2,120.1,40,37.8,51.66,14.8,194
18:10,44.12,3.025,133.456,3548,2972.267142,3169.292575,1.07,548.8,89.9,43.9,41.1,46.81,13.4,194
18:11,47.24,2.761,130.441,2763,3055.134807,3244.856839,1.06,497,85.9,41.6,39.2,48.11,13.7,194
18:13,43.48,3.401,147.87,3456,3471.422598,3699.137323,1.07,611.9,106.4,41.7,39.2,54.67,15.6,194
18:14,32.61,4.079,133.011,4236,3160.823131,3446.01908,1.09,731.8,132.1,41.4,37.9,49.78,14.2,194
18:16,31.91,3.946,125.936,3967,3170.164046,3399.904827,1.07,701.4,133.1,39,36.4,49.92,14.3,194
18:18,30.3,4.158,126,4409,3113.673425,3361.116461,1.08,741.3,138.6,39.8,36.9,49.03,14,195
18:20,36.36,3.645,132.545,3985,3148.307624,3388.446068,1.08,654.3,116.5,41.3,38.4,49.58,14.2,194
18:22,32.97,3.652,120.396,3767,3083.969424,3309.519368,1.07,647.1,125.4,38.3,35.7,48.57,13.9,195
18:23,35.93,3.659,131.461,3825,3255.638926,3443.714638,1.06,652.6,119.8,39.6,37.4,51.27,14.6,195
18:25,34.68,3.823,132.59,3940,3318.685742,3521.89257,1.06,680.5,126.9,39.2,37,52.26,14.9,195
18:27,32.79,3.73,122.295,3901,3133.100516,3311.832677,1.06,661.3,126.2,38.3,36.2,49.34,14.1,195
18:29,31.91,4.205,134.202,4378,3401.834979,3575.568308,1.05,747.1,140,38.8,36.9,53.57,15.3,195
18:31,31.91,4.254,135.766,4453,3247.617416,3510.472689,1.08,762.6,137.5,41.1,38,51.14,14.6,195
18:33,30.77,4.08,125.538,4283,3144.956341,3401.144533,1.08,725.6,138.1,39.2,36.3,49.53,14.2,195
18:35,29.7,4.24,125.941,4315,3189.351111,3438.122707,1.08,752.7,144.6,38.8,36,50.23,14.4,195
18:37,30.15,4.198,126.573,4191,3330.702971,3558.732863,1.07,740.3,147.4,37.4,35,52.45,15,195
18:39,30,4.381,131.43,4465,3401.910583,3638.789819,1.07,774.9,151.5,38,35.5,53.57,15.3,195
18:41,30.15,4.236,127.719,4331,3310.828767,3558.369468,1.07,748.9,147.4,37.9,35.3,52.14,14.9,195
18:43,30.3,4.224,128,4336,3310.269113,3534.723805,1.07,747.3,145.7,38,35.6,52.13,14.9,195
18:45,29.56,4.141,122.394,4309,3209.874085,3407.750434,1.06,730.9,144,37.5,35.3,50.55,14.4,195
18:47,30.61,3.894,119.204,4007,3246.875672,3420.316557,1.05,682.6,139.5,36.1,34.2,51.13,14.6,195
18:49,28.44,4.265,121.28,4295,3336.878459,3489.284267,1.05,746.4,153.2,35.7,34.2,52.55,15,194
18:51,30.15,4.197,126.543,4250,3400.954867,3548.942231,1.04,737.9,147,36.6,35.1,53.56,15.3,195
18:53,31.09,3.77,117.202,4008,3202.751255,3331.185044,1.04,660.8,133.8,35.9,34.5,50.44,14.4,195
18:55,31.09,4.259,132.404,4647,3212.082857,3421.976995,1.07,762.1,137.6,40.5,38.1,50.58,14.5,195
18:56,35.5,4.153,147.444,4232,3519.489714,3771.133265,1.07,745,132.8,41.2,38.4,55.43,15.8,195
18:58,32.97,4.129,136.121,4277,3307.140748,3555.432867,1.08,738.4,134.8,40.5,37.6,52.08,14.9,195
19:00,31.91,4.13,131.809,4346,3232.235728,3475.557245,1.08,737.4,136.1,40.1,37.3,50.9,14.5,196
19:02,31.75,4.264,135.365,4281,3348.51397,3610.076082,1.08,760.1,142.1,39.8,36.9,52.73,15.1,196
19:03,38.71,3.869,149.768,4020,3490.101072,3754.745964,1.08,696.7,121.3,42.1,39.2,54.96,15.7,196
19:05,34.48,3.828,132,4062,3214.190946,3456.924679,1.08,684.3,125.3,40.3,37.5,50.62,14.5,196
19:07,34.09,3.993,136.125,4120,3320.012644,3570.452287,1.08,713.6,130.9,40.3,37.5,52.28,14.9,197
19:09,31.75,4.264,135.365,4361,3302.383032,3550.930808,1.08,762,139.8,40.3,37.5,52.01,14.9,196
19:11,32.97,4.126,136.022,4390,3294.25329,3536.771174,1.07,738.3,134.1,40.6,37.8,51.88,14.8,197
19:12,37.74,3.845,145.094,4053,3365.275747,3636.133838,1.08,692.8,120.5,42.3,39.2,53,15.1,197
19:14,34.09,4.197,143.08,4188,3442.245526,3728.36493,1.08,751.6,136.7,40.9,37.7,54.21,15.5,197
19:16,34.09,4.179,142.466,4373,3405.001892,3662.282602,1.08,749.4,134.3,41.1,38.2,53.62,15.3,197
19:18,31.91,4.033,128.713,4141,3273.4146,3504.99035,1.07,715.6,137.2,38.6,36.1,51.55,14.7,197
19:19,33.71,3.913,131.899,4067,3339.501817,3544.84264,1.06,695.1,131.4,38.8,36.5,52.59,15,197
19:21,33.71,3.93,132.472,4012,3422.740524,3629.293928,1.06,695.6,134.5,38,35.9,53.9,15.4,198
19:23,34.48,3.796,130.897,3826,3437.873594,3599.691371,1.05,670.2,130.4,37.4,35.7,54.14,15.5,197
19:25,34.88,3.706,129.279,4065,3297.673369,3453.257137,1.05,657.8,123.7,38.5,36.7,51.93,14.8,197
19:26,38.71,4.003,154.955,4005,3645.093311,3850.23704,1.06,720.2,124.4,41.8,39.5,57.4,16.4,197
19:28,47.24,3.355,158.504,3660,3442.491582,3687.324662,1.07,610.9,97.7,45.1,42.1,54.21,15.5,198
19:29,40.27,3.761,151.45,3782,3421.151992,3714.926308,1.09,680.4,115.4,43.4,40,53.88,15.4,198
19:31,39.47,3.762,148.5,3917,3367.834077,3635.189922,1.08,680.3,115.2,43.3,40.1,53.04,15.2,198
19:42,36.59,3.991,146.012,4202,3302.686649,3594.675899,1.09,721.8,122.9,43.4,39.9,52.01,14.9,199
19:43,37.74,4.295,162.075,4388,3500.986344,3866.017271,1.1,781.9,128.2,45.5,41.2,55.13,15.8,200
19:45,38.22,4.029,153.975,4124,3406.996723,3732.81813,1.1,731,122.2,44.4,40.5,53.65,15.3,199
19:47,37.27,4.083,152.161,4112,3357.23059,3681.686882,1.1,741.1,123.6,44.5,40.6,52.87,15.1,199
19:48,35.71,4.137,147.75,4249,3318.665511,3643.37277,1.1,748.8,127.6,43.8,39.9,52.26,14.9,199
19:50,38.71,3.974,153.832,4008,3501.687097,3797.336229,1.08,718.1,122.7,43.2,39.8,55.14,15.8,199
19:51,38.46,3.999,153.808,4421,3257.401798,3588.89888,1.1,730.2,116.8,46.4,42.1,51.3,14.7,199
19:53,43.8,3.558,155.825,3588,3411.042373,3738.138834,1.1,646.6,106.8,44.8,40.9,53.72,15.3,199
19:54,37.5,3.976,149.1,4039,3360.817756,3669.542028,1.09,719.4,122.4,43.6,39.9,52.93,15.1,199
19:56,37.74,3.711,140.038,3965,3212.479838,3491.065129,1.09,669.7,115.7,42.8,39.4,50.59,14.5,199
19:57,38.71,3.895,150.774,3905,3458.831025,3729.339547,1.08,703.1,120.5,42.8,39.7,54.47,15.6,199
19:59,37.5,3.923,147.112,4038,3418.810016,3712.70301,1.09,706.5,123.8,42.3,38.9,53.84,15.4,200
20:01,38.22,3.802,145.299,4141,3308.13599,3587.030999,1.08,687,117.4,43.1,39.8,52.1,14.9,199
20:02,44.44,3.039,135.067,3283,3128.166372,3311.355505,1.06,548.1,93.2,42.2,39.8,49.26,14.1,199
20:03,44.78,2.88,128.955,3589,2873.052063,3022.83735,1.05,522.7,84.5,43.8,41.6,45.24,12.9,199
20:05,50,3.198,159.9,3051,3632.172894,3836.09305,1.06,578.6,96,43.1,40.8,57.2,16.3,199
20:06,40.54,3.664,148.541,3936,3301.777584,3603.391136,1.09,664.4,111.2,44.1,40.4,52,14.9,198
20:07,41.96,3.615,151.678,3779,3388.071206,3651.866436,1.08,655.3,108.9,43.9,40.7,53.36,15.2,199
20:09,40,4.091,163.64,4285,3456.894004,3851.15672,1.11,747,120.5,46.5,41.8,54.44,15.6,199
20:10,41.1,3.693,151.767,3916,3238.330799,3629.100279,1.12,673.2,110.5,46,41,51,14.6,199
20:12,38.96,3.735,145.519,3976,3184.499079,3534.708188,1.11,678.5,113.5,44.8,40.4,50.15,14.3,199
20:14,37.04,3.79,140.37,3848,3292.989068,3590.46966,1.09,681.4,121.2,41.8,38.4,51.86,14.8,199
20:15,40.27,3.601,145.007,3771,3402.388454,3694.181796,1.09,647.5,114.7,41.8,38.5,53.58,15.3,199
20:16,46.88,3.25,152.344,3485,3412.056,3694.298043,1.08,588.8,98.6,43.7,40.3,53.73,15.4,199
20:17,53.1,2.834,150.478,3153,3240.558265,3529.530582,1.09,516.4,83.2,45.3,41.6,51.03,14.6,199
20:19,44.78,3.494,156.448,3556,3502.320522,3800.982473,1.09,633,106.2,43.8,40.3,55.15,15.8,199
20:20,41.38,3.666,151.697,3988,3310.557623,3617.588726,1.09,666.6,109.4,44.9,41.1,52.13,14.9,200
20:22,41.67,4.105,171.042,4073,3537.948175,3964.191042,1.12,751.7,119.1,47.5,42.4,55.72,15.9,200
20:23,44.78,3.398,152.149,3675,3153.043168,3544.91709,1.12,622,99.1,47.3,42,49.65,14.2,200
20:24,42.55,3.56,151.489,3633,3324.819691,3694.124992,1.11,646.4,108.6,44.7,40.2,52.36,15,201
20:26,36.81,4.068,149.742,4379,3293.099655,3660.562128,1.11,738.4,124.4,44.7,40.2,51.86,14.8,200
20:28,40.27,3.706,149.235,3890,3285.317843,3634.126093,1.11,672.7,112.9,44.6,40.3,51.74,14.8,201
20:29,38.46,3.948,151.846,4096,3387.891351,3754.656093,1.11,715.1,122.1,44,39.7,53.35,15.2,201
20:31,39.22,3.761,147.49,3874,3393.829829,3732.172499,1.1,678.1,119,42.6,38.8,53.45,15.3,201
20:32,39.74,4.067,161.603,4225,3553.28924,3909.625383,1.1,738.5,123.1,44.7,40.6,55.96,16,200
20:34,40.27,3.998,160.993,4269,3432.103889,3845.607448,1.12,728.9,119.5,46.1,41.1,54.05,15.4,201
20:35,40,3.893,155.72,4021,3380.193706,3763.002376,1.11,708,117.7,45.2,40.6,53.23,15.2,201
20:37,38.71,3.919,151.703,4083,3402.278339,3766.700152,1.11,709.3,121.7,43.8,39.6,53.58,15.3,200
20:38,39.47,3.666,144.711,3906,3275.825573,3617.26398,1.1,662.6,114.6,43.3,39.2,51.59,14.7,201
20:40,44.12,3.546,156.441,3542,3512.275084,3851.561246,1.1,641.9,109.2,43.7,39.8,55.31,15.8,201
20:41,39.47,3.892,153.632,4065,3449.970569,3799.815681,1.1,704.4,120.4,43.7,39.7,54.33,15.5,201
20:43,43.17,3.971,171.41,4219,3581.956202,3979.28332,1.11,726.3,115.4,47,42.3,56.41,16.1,201
20:44,42.55,3.919,166.766,4028,3473.788675,3878.755401,1.12,717,114.1,47.1,42.2,54.71,15.6,200
20:45,44.12,3.905,172.279,3953,3548.163781,3978.680744,1.12,715.5,112.9,47.7,42.5,55.88,16,200
20:47,43.17,3.85,166.187,4162,3298.423378,3743.250317,1.13,708.8,108.6,49.5,43.6,51.94,14.8,201
20:48,43.17,3.852,166.273,3925,3340.489717,3771.186599,1.13,708.1,109.4,48.9,43.3,52.61,15,201
20:49,46.51,3.342,155.442,3689,3177.862522,3596.518405,1.13,612.8,96.8,47.9,42.3,50.05,14.3,201
20:51,44.44,3.65,162.222,3721,3430.466021,3817.414746,1.11,666.4,107.5,46.4,41.7,54.02,15.4,201
20:52,45.8,3.679,168.504,3596,3626.428862,4044.84702,1.12,669.9,110.5,45.6,40.9,57.11,16.3,201
20:53,41.1,3.676,151.068,4155,3230.444145,3586.040623,1.11,670.1,109.2,45.9,41.3,50.87,14.5,202
20:55,44.12,3.613,159.397,3570,3477.415033,3850.617151,1.11,656.7,109.2,44.9,40.6,54.76,15.6,201
20:56,43.48,3.758,163.391,3956,3423.19046,3817.430183,1.12,687,109.9,46.8,42,53.91,15.4,202
20:58,43.48,3.679,159.957,3822,3384.269124,3790.375162,1.12,671.5,109.1,46.4,41.4,53.3,15.2,202
20:59,46.51,3.451,160.512,3672,3331.859874,3719.183063,1.12,631.7,100.1,47.2,42.3,52.47,15,201
21:00,45.45,3.544,161.091,3570,3511.385604,3913.100867,1.11,644.1,107.7,45,40.4,55.3,15.8,202
21:02,41.38,3.639,150.579,3871,3310.162798,3674.95042,1.11,660.6,111.1,44.6,40.2,52.13,14.9,202
21:03,42.55,3.785,161.064,3811,3594.860891,3973.651773,1.11,685.6,116.8,44,39.8,56.61,16.2,201
21:04,44.12,3.489,153.926,3897,3258.246789,3645.140084,1.12,636.8,103.4,46.3,41.4,51.31,14.7,201
21:06,42.55,3.998,170.128,3941,3606.861568,4056.909883,1.12,729.4,119.3,46.3,41.2,56.8,16.2,201
21:07,38.22,3.909,149.389,4316,3178.458388,3573.370995,1.12,712.8,117,46.2,41.1,50.05,14.3,203
21:09,38.71,4.173,161.535,4286,3409.082213,3870.154735,1.14,761.6,125.1,46.6,41,53.69,15.3,202
21:10,39.22,4.132,162.039,4139,3521.991137,3968.902646,1.13,751,126.6,45.2,40.1,55.46,15.8,202
21:12,41.38,3.823,158.193,4079,3369.247137,3789.810791,1.12,697,114.6,46.1,41,53.06,15.2,202
21:13,46.88,3.434,160.969,3573,3404.163311,3816.846817,1.12,626.8,101.9,46.3,41.3,53.61,15.3,202
21:15,43.8,3.783,165.679,3766,3568.668449,3954.901172,1.11,688.9,113,45.6,41.1,56.2,16.1,202
21:16,48,3.305,158.64,3374,3459.853772,3821.0129,1.1,600.8,99.6,44.9,40.6,54.49,15.6,201
21:17,49.18,3.155,155.164,3466,3228.223896,3570.793871,1.11,577.5,90.9,47,42.5,50.84,14.5,202
21:18,42.25,3.255,137.535,3253,3186.093599,3460.061053,1.09,586.5,102.4,42.2,38.9,50.17,14.3,202
21:20,40.27,3.123,125.758,3861,2626.447544,2878.481087,1.1,571.5,89.5,46.8,42.7,41.36,11.8,202
21:21,57.14,3.018,172.457,3178,2979.199995,3443.347154,1.16,565.2,75.6,56.5,48.9,46.92,13.4,202
21:22,44.78,3.732,167.104,3863,2798.333802,3257.216449,1.16,701.3,91.3,58.6,50.3,44.07,12.6,201
21:24,44.78,3.808,170.507,3954,2813.113626,3375.836392,1.2,716.2,94.6,59.5,49.6,44.3,12.7,201
21:25,44.44,3.73,165.778,3909,2668.854819,3193.547269,1.2,703.5,90.2,60.9,50.9,42.03,12,200
21:26,43.17,3.692,159.367,3749,2662.764578,3193.088536,1.2,693.4,92.8,58.7,49,41.93,12,199
21:28,44.78,3.362,150.537,3451,2580.841343,3066.753259,1.19,629.7,85.9,57.1,48.1,40.64,11.6,198
21:29,43.8,3.324,145.577,3233,2675.681284,3113.635232,1.16,617.7,89.1,53.3,45.8,42.14,12,197
21:30,44.12,3.216,141.882,3440,2584.39765,2991.551896,1.16,598.4,85,53.7,46.4,40.7,11.6,197
21:33,37.27,1.487,55.416,3693,1017.929336,1177.432323,1.16,276.4,39.6,51.9,44.8,16.03,4.6,195
21:56,3.27,0.873,2.856,159,1.7882181,9.9422083,5.56,181.4,4.1,1469.1,264.2,0.03,0,185
22:05,5.14,0.06,0.308,12,0,0.3253113,0,16.8,0.1,2.3,0,0,0,181
22:19,4.97,0.159,0.79,244,0,1.3626138,0,37.5,0.4,0,324.4,0,0,178
